i,x0,f(x0),x1,f(x1),x_k,f(x_k),|x_k - x_(k-1)| < tol
0,1,0.8414709848078965,2,-0.09070257317431829,1.9026977622379107,0.130561236864009,False
1,2,-0.09070257317431829,1.9026977622379107,0.130561236864009,1.960112937858604,0.003351806974503213,False
2,1.9026977622379107,0.130561236864009,1.960112937858604,0.003351806974503213,1.961625754842808,-0.0001306895645106776,False
3,1.960112937858604,0.003351806974503213,1.961625754842808,-0.0001306895645106776,1.961568982527133,1.208861029056152e-07,True
